cred_score,device_cost,down_payment,borrower_age,payment_type_Cash,payment_type_Credit
583,812.07,131.0,35,False,True
515,905.09,18.98,34,False,True
625,770.26,181.21,34,False,True
714,1180.8,267.0,41,False,False
555,1377.23,81.93,26,False,True
577,614.82,91.85,27,True,False
565,1026.21,19.31,22,True,False
567,944.38,104.34,35,False,True
626,1108.78,54.3,45,False,True
670,917.5,77.91,18,True,False
661,1153.78,138.38,21,False,True
655,925.49,58.1,34,True,False
643,1144.08,74.65,48,False,True
667,554.71,8.35,49,False,False
703,839.36,92.52,32,False,False
722,583.29,277.42,57,True,False
744,1163.98,153.83,39,False,True
643,843.45,142.35,24,False,True
668,787.52,222.92,31,True,False
850,989.09,272.73,41,False,True
784,1179.35,231.63,40,True,False
608,947.64,0.0,32,True,False
722,1030.72,170.63,33,False,False
678,1061.12,72.47,21,False,True
672,840.63,28.02,18,False,True
616,1007.75,111.72,22,False,False
722,962.77,269.27,24,True,False
695,1075.51,193.54,39,False,True
637,855.82,0.0,32,False,True
722,1249.68,223.3,24,True,False
594,1141.25,76.63,38,True,False
723,792.61,171.94,22,True,False
730,860.21,122.75,23,True,False
661,1118.09,191.66,45,False,True
662,946.33,0.0,52,True,False
620,1124.1,93.68,40,True,False
658,779.94,117.65,29,False,True
772,1064.01,280.56,24,False,True
699,688.67,116.86,28,False,True
665,916.96,0.0,41,False,True
704,1051.01,260.95,22,False,True
638,563.26,96.52,23,False,False
676,865.84,108.02,52,True,False
617,926.28,13.7,34,False,False
604,902.42,0.0,34,True,False
732,1081.12,153.06,39,False,True
661,1204.96,107.85,31,False,False
784,675.65,58.88,35,False,True
631,1096.89,212.02,45,False,False
601,899.56,0.0,18,False,True
705,915.98,185.04,18,True,False
816,925.27,231.41,38,True,False
531,1046.72,24.86,18,False,True
666,898.03,261.95,36,True,False
850,974.39,226.24,42,False,True
675,871.61,0.0,26,False,True
684,1072.7,172.27,32,False,False
581,1026.02,0.0,32,True,False
676,787.22,142.7,47,False,True
794,865.2,124.61,34,False,True
659,836.75,163.13,34,False,False
668,582.59,299.04,29,False,True
705,1302.1,91.82,35,True,False
719,1012.47,177.92,35,False,True
634,786.34,127.74,47,False,True
789,718.04,160.25,36,True,False
568,913.49,0.0,23,False,True
669,803.27,90.75,56,True,False
786,972.73,207.44,55,True,False
581,970.43,62.91,48,False,True
646,1045.87,89.91,23,True,False
702,1066.0,186.11,31,False,False
810,1081.92,327.7,34,False,True
618,1073.33,163.71,18,False,True
672,978.88,172.48,39,False,True
616,1048.32,22.72,18,False,True
698,1240.68,116.04,32,True,False
579,903.74,171.27,24,False,True
749,1066.81,125.64,30,False,True
624,904.89,201.62,49,True,False
586,1032.76,0.0,19,False,True
728,1119.98,194.05,36,False,True
657,1221.67,202.71,37,True,False
734,1016.22,225.95,39,False,True
850,897.2,372.78,38,False,True
734,1001.29,295.19,31,False,True
693,1190.76,230.93,44,False,True
653,605.24,124.41,47,False,False
720,807.95,183.33,40,False,False
731,788.93,228.7,55,False,True
665,1058.71,128.73,29,False,True
689,766.87,37.94,27,False,False
642,1111.12,204.46,30,True,False
636,960.26,85.44,36,False,True
652,870.32,78.43,30,True,False
633,801.77,21.36,23,False,True
611,682.72,45.92,32,False,True
686,1059.57,169.35,40,False,True
763,1235.93,153.85,36,True,False
719,774.41,206.61,32,False,True
670,807.22,95.64,50,True,False
688,847.64,166.13,23,False,True
806,885.17,406.33,33,False,True
764,1078.96,162.47,46,False,False
812,1019.89,365.13,24,True,False
713,651.22,9.18,58,False,False
749,970.78,161.94,20,False,True
552,1151.44,44.08,26,True,False
707,849.16,253.76,41,True,False
641,1076.67,126.96,36,False,True
637,1017.66,145.99,24,False,True
637,826.09,0.0,38,False,False
452,846.49,168.43,37,False,True
530,623.43,0.0,41,True,False
722,1075.76,192.15,28,False,True
732,930.15,158.66,25,True,False
649,1141.38,100.83,44,False,False
751,991.41,275.01,39,False,True
661,934.25,174.07,22,False,True
482,706.91,4.44,37,True,False
681,989.73,179.65,35,True,False
675,1097.62,264.85,18,True,False
761,728.03,110.37,18,False,True
635,918.36,102.73,31,False,True
605,997.42,101.78,24,False,False
734,1045.51,81.95,37,False,True
559,968.0,46.97,35,False,True
797,942.28,110.65,50,False,True
627,866.75,142.2,44,True,False
771,905.6,196.17,45,False,True
657,972.76,94.11,34,False,True
619,1103.28,9.55,39,False,True
714,1032.01,254.75,18,False,True
694,939.06,108.48,43,True,False
756,775.8,179.81,34,False,True
684,539.07,19.5,30,False,True
595,933.94,220.6,39,False,True
707,1138.37,197.89,39,False,True
602,996.81,62.92,27,False,False
650,871.12,145.09,33,False,True
660,850.96,119.46,41,False,True
723,950.95,95.89,44,False,True
746,1022.45,319.56,46,False,True
697,900.33,114.08,30,False,True
764,919.99,244.62,34,False,True
565,1074.78,66.81,27,False,True
617,1227.97,174.32,27,True,False
626,1082.55,192.34,44,False,True
689,869.3,114.77,28,True,False
626,706.54,178.1,29,False,True
657,850.61,202.87,32,False,True
678,1047.22,207.15,32,False,True
812,1001.43,281.8,45,False,True
702,998.04,74.65,34,False,True
724,841.34,145.86,27,False,True
674,714.91,110.64,39,True,False
729,960.2,243.72,46,False,True
691,896.96,144.05,46,True,False
562,858.8,5.11,26,True,False
616,792.41,117.11,33,True,False
757,1115.07,338.86,33,False,True
708,897.3,156.39,18,False,False
672,850.78,265.95,20,False,True
685,836.36,145.36,51,False,True
683,1103.72,138.01,21,False,True
631,1074.96,146.69,37,False,True
642,1014.54,113.92,28,True,False
800,1029.97,314.85,43,False,True
727,866.45,160.6,18,False,True
621,712.17,153.0,25,False,True
592,728.82,81.76,38,False,True
802,595.21,67.45,24,False,True
656,885.66,36.53,28,False,True
566,1206.93,44.82,43,True,False
643,963.53,252.2,45,True,False
649,539.0,119.11,40,True,False
652,845.56,0.0,35,False,True
703,1003.33,142.77,49,False,True
752,849.89,126.52,44,False,True
728,893.5,196.29,24,False,True
663,1050.42,80.97,18,True,False
748,975.77,0.0,41,False,True
709,1130.1,144.44,24,False,True
661,1241.81,340.29,41,True,False
577,1256.32,0.28,28,True,False
692,1040.67,131.78,35,False,True
634,1173.89,66.3,33,False,True
699,843.3,148.68,23,True,False
548,786.63,258.19,18,True,False
656,1084.02,73.43,24,False,True
575,1139.95,14.89,28,False,False
639,868.43,89.7,28,False,True
654,841.69,170.62,54,False,True
615,804.65,0.0,31,False,True
764,1155.65,106.34,34,False,True
617,861.56,85.43,43,False,True
604,900.26,97.72,57,True,False
707,1196.56,274.06,21,True,False
508,858.79,0.0,41,False,True
682,1014.91,318.49,37,True,False
576,1102.69,99.7,50,True,False
708,970.68,188.44,27,False,True
736,1044.38,216.81,44,False,True
623,798.31,102.51,23,True,False
620,725.38,132.67,41,False,True
740,1451.88,251.38,18,False,True
768,857.9,332.76,34,False,False
654,917.26,204.43,18,False,True
670,1075.99,150.8,29,True,False
716,644.47,172.72,39,True,False
743,992.53,226.08,39,False,True
551,1115.62,74.35,32,False,True
635,663.91,140.65,57,False,True
664,934.85,215.13,46,False,True
704,1350.19,245.89,39,False,False
744,1086.41,256.02,38,False,True
588,724.64,44.15,40,False,True
646,1132.21,26.43,38,True,False
635,1059.1,0.0,38,True,False
519,908.33,10.78,29,True,False
629,967.66,159.98,18,False,True
703,1043.1,260.01,34,True,False
670,601.14,138.12,35,True,False
707,887.68,212.57,46,False,True
716,984.95,92.86,40,True,False
608,892.56,147.73,57,False,True
710,1194.54,229.99,38,False,True
680,926.8,151.72,22,False,True
715,1150.48,303.24,41,True,False
612,720.35,103.43,44,False,False
633,805.2,0.0,43,False,True
628,683.37,111.72,30,False,True
793,1082.08,451.37,37,True,False
622,923.55,57.51,31,False,True
650,816.65,17.2,39,False,False
738,890.78,185.32,23,False,False
728,1145.33,240.46,38,False,True
850,951.11,362.99,18,False,True
702,887.77,138.13,25,False,True
695,845.27,124.8,34,False,True
646,903.33,139.18,26,False,True
760,988.8,175.58,31,True,False
733,1077.65,197.66,25,False,True
638,827.29,119.2,47,False,True
744,678.88,31.07,45,False,False
600,832.09,7.94,46,False,True
600,667.63,10.78,52,True,False
821,1167.5,389.02,31,False,True
697,974.6,130.04,20,False,True
585,1034.26,43.44,54,False,False
673,1117.14,133.28,26,False,True
639,814.61,86.5,29,False,True
572,889.64,183.26,30,True,False
600,913.21,39.44,31,True,False
553,1250.15,0.0,19,False,True
584,838.47,55.07,26,True,False
686,1049.62,381.01,44,True,False
650,1032.49,202.96,28,True,False
771,616.96,203.15,48,True,False
768,760.32,268.46,33,False,True
662,885.67,266.62,29,False,True
653,886.19,176.39,27,True,False
662,827.37,0.0,39,True,False
645,1238.55,254.86,35,False,True
735,665.4,255.8,18,False,True
623,1082.33,227.48,34,False,False
630,881.94,46.92,51,True,False
629,826.25,43.49,33,True,False
661,676.44,0.0,30,False,False
657,726.81,59.68,46,True,False
683,724.46,100.12,36,False,False
640,959.17,175.55,40,True,False
645,618.02,63.74,26,False,True
618,1071.94,0.0,35,False,False
532,667.33,47.55,30,True,False
589,934.0,0.0,41,True,False
704,1147.22,85.76,28,False,False
575,706.67,0.0,61,False,True
538,1105.37,0.0,18,False,True
749,846.01,233.39,18,False,True
716,1004.39,135.18,19,False,True
505,1198.01,61.87,49,True,False
776,1043.0,326.5,38,False,False
753,1039.21,255.84,37,False,True
681,768.92,161.14,27,False,True
678,814.24,49.99,38,True,False
671,907.76,53.45,48,False,True
695,849.69,164.92,31,False,True
701,969.83,264.3,49,False,True
639,1067.34,196.76,34,False,True
634,774.83,225.51,36,True,False
640,810.46,191.59,35,False,True
687,999.64,150.68,20,False,False
616,1076.45,19.91,32,False,True
744,1125.54,306.34,27,True,False
735,969.27,209.74,34,False,True
684,1045.41,172.89,37,False,True
572,679.86,101.34,21,False,True
574,981.17,75.55,31,False,True
765,896.46,95.1,27,False,True
737,850.96,160.34,28,False,True
513,1077.03,65.38,34,True,False
748,913.54,30.14,21,False,True
694,885.7,131.65,29,False,True
644,623.39,8.01,32,False,True
519,664.86,59.2,54,False,True
599,1128.11,214.94,31,True,False
652,1560.38,149.27,32,False,True
744,920.51,118.7,33,False,True
666,952.96,123.52,42,False,True
688,1031.58,55.62,38,False,False
720,996.09,254.49,45,True,False
676,654.27,182.55,42,False,True
705,825.55,99.93,36,False,True
661,855.69,48.79,34,False,True
729,1077.54,66.2,18,False,True
624,1115.53,57.33,44,False,True
757,1151.48,194.88,42,True,False
655,916.82,182.22,27,False,True
637,631.49,0.0,42,True,False
660,959.04,129.45,59,False,True
683,1043.96,89.81,49,True,False
557,937.18,87.07,22,False,False
532,987.52,33.9,52,False,False
685,859.99,123.14,36,False,True
762,944.56,289.8,32,False,True
683,1108.1,221.25,18,False,True
668,922.53,173.78,18,False,True
614,1027.53,202.4,48,False,False
737,1058.18,53.85,34,False,True
533,868.86,115.91,31,False,False
733,939.47,104.82,21,False,True
531,746.6,29.44,50,True,False
755,1136.18,211.24,25,False,True
718,950.48,115.93,41,True,False
744,984.51,310.99,18,False,False
699,1056.47,66.2,32,True,False
493,698.17,72.94,33,False,True
751,688.49,163.75,52,False,True
577,957.23,10.0,35,False,True
643,1201.6,128.81,41,True,False
673,756.88,209.89,39,True,False
760,1189.8,152.56,34,False,True
680,947.63,263.78,44,False,False
640,994.57,238.59,31,True,False
738,917.23,184.63,31,True,False
644,935.44,117.87,27,True,False
724,768.22,10.17,22,False,True
523,939.68,44.71,32,True,False
659,916.15,89.62,31,False,True
702,824.13,90.45,33,False,True
619,992.88,93.01,34,False,True
647,684.9,261.04,39,True,False
650,917.82,124.63,52,True,False
604,947.84,0.0,54,True,False
699,1067.35,147.43,52,True,False
724,966.68,139.07,28,False,True
629,1199.8,121.21,33,False,True
698,979.78,145.17,37,False,True
640,1179.98,279.78,29,False,True
743,1055.54,209.0,42,True,False
551,950.79,23.04,33,True,False
667,635.48,66.35,30,False,True
759,1096.66,220.69,22,False,True
781,620.69,123.7,34,False,False
739,771.89,265.99,41,True,False
758,802.92,197.48,44,False,True
620,890.26,171.0,19,False,True
627,859.65,61.8,42,True,False
742,991.87,203.52,27,False,False
690,973.95,186.68,29,False,True
775,1143.16,268.09,43,False,True
675,900.71,98.99,29,True,False
724,996.78,0.0,57,False,True
736,818.65,231.2,30,False,False
594,832.37,59.27,44,False,True
662,1017.34,76.93,37,False,True
704,801.08,129.95,28,True,False
566,916.26,0.0,31,False,True
693,852.02,258.5,39,True,False
850,878.16,65.27,31,False,True
568,897.52,166.09,19,True,False
584,612.52,198.92,44,False,True
698,1094.88,228.0,18,False,True
634,790.92,180.62,58,True,False
740,1138.8,279.39,23,False,True
726,916.51,125.51,26,False,True
689,833.0,221.83,35,True,False
708,743.29,83.49,48,True,False
688,1303.65,276.35,32,True,False
609,1026.0,84.18,26,False,True
658,745.55,33.77,36,False,True
714,796.79,164.14,27,True,False
659,570.33,53.27,21,False,True
642,873.97,180.4,36,True,False
850,1062.73,434.87,44,True,False
669,714.17,122.43,29,True,False
726,1107.3,168.43,37,True,False
680,686.59,42.09,31,True,False
600,967.54,146.81,48,False,False
784,986.05,215.27,41,False,True
652,573.83,97.9,50,False,True
620,977.08,120.66,27,False,True
786,1228.04,211.77,43,True,False
663,1127.64,250.71,58,True,False
675,841.67,120.75,34,False,True
700,923.09,68.94,31,True,False
665,1054.83,60.65,24,False,True
622,1170.77,9.33,50,False,True
721,1097.15,141.54,25,True,False
743,821.03,264.33,29,False,True
804,878.3,287.89,41,False,True
468,1072.41,0.0,27,True,False
684,728.18,197.11,19,False,True
534,663.62,82.29,30,False,False
637,904.71,164.91,46,False,True
687,774.09,186.33,18,False,True
764,1005.93,216.72,39,False,True
695,983.43,225.52,32,True,False
659,944.72,134.37,34,False,True
686,766.67,149.45,18,True,False
695,921.48,13.9,39,True,False
680,753.17,210.27,27,False,True
720,1120.19,249.77,37,False,True
680,706.3,160.88,30,False,True
722,982.85,145.81,37,False,True
585,1109.45,0.0,23,False,True
680,721.72,223.07,27,False,True
664,850.51,126.46,36,False,True
692,934.07,190.36,44,False,True
634,1343.12,117.04,57,False,True
629,914.41,188.92,32,True,False
619,841.59,208.61,43,True,False
738,891.9,194.23,31,False,True
568,998.57,105.33,37,False,True
709,1038.05,258.33,19,True,False
643,937.31,40.64,19,True,False
805,1046.13,188.63,33,False,True
716,824.01,173.53,29,False,True
650,790.58,16.82,24,False,True
700,831.49,158.78,34,False,True
746,942.4,90.89,18,False,True
653,1161.5,139.98,46,False,True
600,1032.99,185.13,33,False,True
608,900.98,47.89,51,False,True
541,802.88,135.35,40,False,False
616,1093.16,148.71,18,False,True
671,809.21,81.28,34,False,True
654,757.14,100.02,39,True,False
553,1272.38,0.0,21,False,True
675,1142.42,0.0,22,False,False
552,832.58,68.43,38,True,False
718,803.91,84.4,23,False,True
850,930.16,331.82,26,True,False
712,1151.8,158.7,25,True,False
574,1019.78,24.88,49,False,True
717,785.75,70.23,48,False,True
660,849.78,0.0,51,True,False
703,766.65,136.04,39,True,False
577,1075.9,151.45,41,True,False
637,960.61,1.6,32,False,False
726,1002.22,118.63,36,False,True
701,832.93,64.74,33,True,False
646,978.54,116.6,36,False,True
623,763.01,97.39,40,False,True
569,1144.27,124.33,38,False,True
648,613.18,99.82,43,False,True
600,996.3,187.29,34,True,False
640,803.57,94.94,40,True,False
612,899.99,83.19,31,False,True
733,793.39,235.85,25,False,True
824,778.8,259.61,40,True,False
637,1089.89,161.94,37,False,True
744,602.83,205.09,18,False,True
714,739.49,113.75,36,True,False
697,1056.42,261.61,20,True,False
850,1210.32,235.68,46,True,False
749,800.57,182.36,25,False,False
561,1055.65,0.0,41,True,False
630,703.59,108.68,34,False,True
700,1017.11,83.32,36,True,False
639,905.41,123.7,23,False,True
641,1150.18,179.45,33,False,True
536,794.16,56.42,40,True,False
774,931.12,317.5,35,False,True
626,713.78,183.08,24,False,False
715,935.94,126.81,18,False,True
693,935.89,249.57,31,False,True
651,1223.26,151.24,24,False,True
764,960.41,226.75,32,True,False
795,695.22,109.59,29,False,True
656,926.83,67.91,39,False,True
606,1101.02,59.42,52,False,True
695,1019.69,305.05,32,False,True
695,991.71,248.63,46,False,True
645,861.87,190.46,45,True,False
663,836.62,136.11,19,True,False
652,724.92,150.21,44,True,False
654,1038.81,131.07,37,True,False
797,396.04,187.84,33,False,True
649,692.56,113.37,39,False,False
740,768.48,124.34,50,False,True
709,1189.38,97.24,51,False,True
727,737.85,108.9,29,False,True
647,620.29,102.37,46,True,False
670,1143.34,184.49,55,False,True
607,931.97,19.28,27,False,False
645,1027.42,154.96,36,True,False
850,839.92,235.0,42,False,True
792,998.52,225.58,36,False,True
675,974.88,69.27,42,True,False
649,1138.89,131.54,18,False,True
715,1104.15,256.5,31,True,False
820,1054.29,407.92,37,True,False
747,1123.57,140.03,49,False,True
732,818.77,127.53,18,False,True
666,1118.54,330.3,27,True,False
640,721.62,60.72,32,False,True
751,920.84,189.29,40,False,True
832,1040.99,385.72,34,False,True
549,900.29,52.9,56,False,True
746,724.47,136.4,18,False,True
700,1032.42,205.83,46,False,True
657,747.52,166.52,39,False,False
744,804.22,229.39,24,False,True
647,942.1,168.29,18,False,True
760,1024.89,115.19,31,True,False
626,985.58,1.23,50,False,True
512,1284.36,52.58,37,False,True
708,947.76,86.52,35,False,True
686,1005.45,80.59,38,True,False
593,873.64,116.88,24,False,True
520,835.71,40.39,38,True,False
573,1061.29,115.01,47,False,True
739,866.43,151.54,34,False,True
683,1167.08,170.9,36,False,True
459,832.44,15.79,31,False,True
754,853.11,226.99,18,True,False
579,923.1,99.61,18,True,False
581,1191.19,41.0,18,False,False
606,1000.23,13.62,33,False,True
672,608.15,104.15,52,True,False
652,663.69,137.47,33,True,False
739,821.41,305.64,18,False,True
614,889.03,47.84,28,False,True
685,874.39,199.2,41,False,True
611,872.45,33.42,54,True,False
737,816.74,297.53,33,False,False
675,1038.11,113.57,40,True,False
763,1084.78,109.74,40,True,False
724,804.24,108.44,35,False,True
677,1106.84,305.52,32,True,False
705,1248.42,91.89,34,False,True
658,1211.5,148.84,19,False,True
626,964.09,105.65,18,True,False
744,1012.44,186.17,33,False,True
731,1029.97,220.21,44,False,True
718,829.64,222.64,27,True,False
584,763.58,167.5,33,True,False
667,1043.46,113.82,50,False,True
626,1256.68,17.76,41,False,True
571,987.03,53.52,18,True,False
563,916.17,63.05,40,True,False
523,1049.63,148.59,41,True,False
795,1074.31,292.43,50,False,False
618,944.39,38.21,42,False,True
761,1128.81,269.27,54,False,True
551,690.59,0.0,48,True,False
678,712.92,156.75,32,True,False
637,852.71,71.34,36,True,False
710,746.2,90.83,29,False,True
803,1245.73,428.35,45,False,True
660,785.35,57.73,30,False,False
789,1118.05,215.49,32,False,True
584,1003.39,135.07,38,True,False
654,1101.21,137.63,24,False,True
630,955.0,51.92,25,True,False
622,927.99,136.58,27,True,False
592,862.13,181.47,18,False,True
590,906.73,83.14,37,True,False
690,1099.18,87.7,43,False,True
587,601.4,166.74,38,True,False
688,988.31,132.43,34,False,True
683,914.96,62.81,27,False,True
581,775.95,0.0,29,False,True
666,969.17,142.14,41,True,False
659,839.46,115.51,34,False,True
757,996.04,212.61,35,False,False
633,843.66,140.71,24,False,True
655,1151.37,4.78,33,True,False
653,1004.83,49.03,36,True,False
737,1141.62,219.35,44,False,True
673,900.23,133.27,30,True,False
601,1007.73,34.05,26,False,True
566,862.6,196.89,41,False,False
707,1099.04,165.89,49,False,False
754,791.97,275.31,28,False,True
685,798.19,1.23,49,False,True
803,819.65,214.76,39,True,False
679,913.28,148.0,34,True,False
745,954.6,165.94,31,False,True
566,862.62,0.0,31,False,True
771,1163.04,188.51,18,False,False
697,967.44,186.28,34,False,False
837,739.43,214.77,37,False,True
654,943.57,142.04,18,True,False
836,1106.48,301.81,44,True,False
744,802.88,26.39,30,False,True
651,1075.32,78.36,18,True,False
772,1002.85,257.12,53,False,True
692,1364.53,294.68,39,True,False
522,1188.24,7.01,40,True,False
690,999.09,101.3,18,False,True
603,949.41,49.36,30,False,True
664,755.24,213.65,51,True,False
585,1229.37,96.06,19,True,False
575,887.78,11.18,48,False,False
714,1050.69,165.19,24,False,True
549,802.5,111.87,19,True,False
592,606.72,0.0,32,True,False
512,958.73,22.05,22,False,True
612,917.21,32.99,40,True,False
793,1299.74,345.55,26,False,True
687,897.57,81.02,42,False,True
752,953.88,155.26,36,False,False
636,892.92,82.31,37,False,True
573,907.16,16.71,40,True,False
763,1172.71,345.14,38,False,True
803,929.87,209.81,34,False,True
539,1070.31,92.86,46,True,False
610,1116.92,49.0,39,False,True
788,995.15,291.35,21,False,False
754,1061.47,323.11,21,True,False
711,1129.0,129.88,22,True,False
703,1175.44,302.35,46,True,False
723,1077.84,325.13,46,False,True
666,941.29,165.43,37,True,False
687,840.81,98.94,27,True,False
717,788.92,229.11,37,True,False
809,870.14,189.37,29,False,True
716,1143.6,288.87,28,True,False
670,950.45,240.42,48,True,False
556,1029.83,70.11,32,True,False
697,1218.59,183.81,49,True,False
644,526.35,127.77,50,False,True
697,939.61,205.84,35,True,False
618,1128.0,134.48,29,False,True
674,413.85,147.6,67,True,False
797,797.4,50.11,54,False,True
693,1015.31,186.32,39,True,False
611,863.22,17.6,48,False,True
729,841.86,227.8,18,False,False
691,1067.88,137.57,52,False,True
587,984.18,98.69,37,False,True
693,1148.1,276.81,38,False,False
675,1021.28,43.4,43,False,True
634,857.53,33.13,32,False,True
662,718.62,61.52,59,True,False
714,917.6,247.76,37,False,True
804,710.71,219.93,46,False,False
659,1135.8,10.59,45,False,True
716,905.96,281.47,29,False,True
729,740.54,203.25,36,False,True
543,1025.05,44.97,27,True,False
608,988.97,193.66,46,False,True
530,1021.21,71.86,27,False,True
627,650.81,0.0,36,False,True
721,746.79,68.19,25,False,False
638,1114.58,26.95,31,False,True
711,743.9,79.33,33,True,False
621,910.89,144.04,35,False,True
850,1221.55,349.45,46,False,True
758,904.32,197.0,37,True,False
698,1069.71,153.74,39,True,False
768,1273.69,387.62,29,True,False
717,1185.06,172.83,34,False,True
762,1134.11,254.3,49,False,True
634,1058.26,39.56,35,False,True
640,743.05,71.87,34,False,True
641,874.11,177.83,49,True,False
532,828.0,93.36,41,True,False
595,1056.81,42.99,32,False,True
699,773.73,131.38,40,False,True
718,967.13,226.73,32,False,True
541,1085.78,0.0,25,True,False
645,887.92,273.12,23,False,True
691,782.39,249.69,37,False,True
606,787.14,70.22,22,True,False
560,1091.73,112.38,37,True,False
784,1177.61,349.4,27,True,False
740,1184.6,200.69,31,True,False
664,989.77,100.64,43,True,False
480,551.71,105.63,46,False,False
745,863.92,198.19,33,False,True
598,1021.27,167.09,31,True,False
633,962.54,200.76,31,True,False
759,762.96,322.97,25,False,False
640,688.28,44.66,48,False,True
626,782.66,42.63,40,False,True
613,647.48,49.23,33,False,True
810,801.94,206.07,18,False,True
632,780.08,119.96,45,False,True
565,1112.87,175.27,29,True,False
668,1011.49,101.84,34,True,False
627,754.38,96.24,45,False,True
643,1213.21,39.35,27,False,True
602,868.47,85.18,39,True,False
552,758.23,0.0,19,False,True
716,986.73,152.4,26,False,True
691,910.59,122.08,26,False,True
737,1157.96,204.7,28,False,False
770,935.14,197.33,34,False,True
670,1110.29,88.67,40,True,False
785,1170.81,358.86,39,False,True
732,743.13,230.82,42,True,False
740,918.24,262.53,25,False,True
809,873.79,373.87,31,False,True
684,1129.2,229.33,38,False,False
654,840.67,100.41,37,False,True
680,1006.73,103.99,43,True,False
634,513.82,100.55,43,True,False
650,1250.18,68.38,26,False,True
850,965.41,230.74,41,False,True
676,795.69,152.52,35,False,True
754,795.27,58.24,37,False,True
714,1133.44,355.56,21,False,True
650,1170.08,133.37,46,True,False
803,1079.22,250.38,21,False,True
734,1171.07,329.49,38,False,False
644,949.04,269.07,24,False,False
850,919.05,282.83,48,False,True
641,1092.86,236.83,34,True,False
590,1048.93,49.46,25,False,True
754,1084.98,261.33,34,False,True
757,884.62,244.31,55,False,True
511,931.74,0.0,39,False,False
699,901.58,122.34,25,True,False
626,960.24,126.5,42,False,True
847,741.39,258.59,42,False,True
681,964.41,28.13,18,True,False
648,964.48,177.8,26,False,True
756,1050.25,229.1,39,False,True
709,869.21,170.1,47,True,False
769,626.28,225.52,30,False,False
640,1072.28,73.98,18,False,True
685,1027.89,218.53,21,False,True
677,1177.87,166.46,29,True,False
562,949.31,16.07,33,True,False
783,853.73,260.25,39,False,True
705,915.27,0.0,30,False,True
738,780.47,143.83,37,True,False
755,1240.97,183.91,36,False,True
792,694.09,196.58,39,True,False
610,746.96,109.15,18,True,False
719,909.97,220.49,24,False,True
715,749.62,91.95,22,False,False
658,929.47,78.47,28,False,True
688,1091.74,222.78,30,False,True
628,1363.57,128.33,32,True,False
676,860.03,72.54,31,True,False
739,1040.52,238.77,22,False,True
609,917.23,53.07,22,False,True
621,1281.68,232.16,18,False,True
681,892.08,52.42,35,True,False
524,750.82,72.03,52,True,False
690,947.81,225.25,50,True,False
642,555.64,16.61,18,False,True
705,1127.93,307.8,36,False,True
598,815.93,92.6,30,True,False
718,873.05,60.01,31,False,True
628,864.51,0.0,28,True,False
671,1001.09,204.15,36,False,True
715,757.86,140.71,18,False,True
758,1109.14,218.94,36,False,True
679,939.59,297.97,40,False,True
611,873.68,81.88,28,False,True
684,1170.99,219.78,31,False,True
571,984.16,52.95,22,False,False
624,1077.38,127.11,40,False,True
746,931.94,277.88,22,False,True
585,1071.99,0.0,42,True,False
605,877.56,96.33,46,True,False
705,1070.5,361.43,41,True,False
663,768.51,98.75,35,False,True
784,852.09,296.59,38,False,True
688,1179.63,198.17,39,True,False
535,1095.34,0.0,37,True,False
648,956.66,0.0,34,False,True
593,884.6,10.49,32,True,False
