cred_score,device_cost,down_payment,borrower_age,payment_type_Cash,payment_type_Credit
718,950.48,115.93,41,True,False
651,924.01,82.79,45,False,True
678,776.73,82.19,39,False,True
655,1032.12,193.05,31,False,True
522,936.81,0.0,34,True,False
704,777.34,104.22,55,True,False
581,1282.45,210.36,30,False,True
697,1056.86,61.67,31,True,False
587,1151.51,173.27,45,True,False
761,724.52,193.69,28,False,True
738,937.58,126.62,28,False,True
624,688.22,150.27,26,True,False
747,1040.35,360.15,42,True,False
650,863.89,0.0,41,False,True
572,836.18,51.37,18,True,False
582,1139.06,135.01,34,False,True
711,974.94,164.98,59,False,True
718,1270.17,97.49,45,False,True
695,881.57,183.23,28,True,False
689,1083.38,164.79,37,False,True
666,969.17,142.14,41,True,False
688,893.76,220.74,39,False,True
665,663.78,57.88,39,False,True
703,1026.41,172.14,26,True,False
688,847.64,166.13,23,False,True
661,835.31,208.45,33,False,True
688,1063.69,201.6,28,True,False
752,724.89,111.79,48,True,False
665,1015.7,196.34,38,True,False
695,818.2,119.12,23,True,False
658,925.33,88.29,37,True,False
707,1099.04,165.89,49,False,False
631,1055.7,223.45,30,False,True
718,835.63,70.12,43,False,True
537,1101.72,17.22,39,False,True
691,950.47,162.57,30,True,False
581,976.11,100.91,33,True,False
692,853.85,151.24,31,False,True
709,554.82,175.28,41,True,False
654,651.71,23.57,18,False,True
606,1205.6,108.17,25,False,True
557,937.18,87.07,22,False,False
690,879.91,0.0,33,False,True
694,965.81,235.63,36,False,True
643,837.23,0.0,23,True,False
690,563.02,179.77,27,True,False
749,1111.29,104.65,34,False,True
736,1029.42,126.17,36,False,True
674,1026.78,169.7,34,False,True
710,738.54,258.58,39,True,False
645,937.57,194.95,20,False,True
671,669.22,133.02,32,False,True
697,806.94,150.57,36,False,True
728,1062.77,272.0,47,False,True
674,786.29,10.65,46,False,True
706,1131.36,189.45,29,False,False
673,825.22,110.72,28,False,True
751,1147.2,247.14,31,False,True
809,680.1,130.87,26,False,True
707,1196.56,274.06,21,True,False
631,1119.06,0.0,40,False,True
682,951.88,170.01,26,False,True
655,1185.47,201.47,19,False,True
699,739.49,36.79,56,True,False
635,911.83,147.04,34,True,False
662,915.8,238.27,29,True,False
695,787.51,173.52,39,True,False
539,989.5,39.89,18,False,False
688,805.31,98.73,43,True,False
616,976.47,158.01,35,False,True
634,774.83,225.51,36,True,False
726,871.45,52.97,32,True,False
694,899.09,0.0,36,False,True
611,903.41,113.01,36,True,False
670,1115.24,7.33,35,True,False
540,712.29,224.81,21,False,True
781,925.74,283.34,18,False,True
611,755.29,0.0,35,False,True
619,984.66,32.61,35,False,True
626,889.41,44.9,39,False,True
609,997.29,51.02,29,True,False
626,1010.35,107.7,35,False,True
655,961.15,82.16,32,False,True
692,797.53,203.83,35,False,True
617,1227.97,174.32,27,True,False
683,769.51,81.79,49,True,False
720,1090.88,287.6,18,False,True
715,749.62,91.95,22,False,False
714,837.89,0.0,37,True,False
699,1165.28,211.32,23,False,True
662,1066.66,143.09,32,False,False
738,941.65,178.38,30,True,False
662,1017.34,76.93,37,False,True
637,960.61,1.6,32,False,False
650,868.68,82.15,32,True,False
662,1066.66,143.09,32,False,False
683,1026.64,0.0,39,False,True
806,1009.97,220.86,40,False,True
703,1005.3,204.51,45,False,True
625,814.97,165.77,38,False,True
675,1124.07,172.93,37,False,True
761,1056.1,247.74,25,False,True
644,901.13,77.1,33,False,True
675,1124.07,172.93,37,False,True
708,1395.49,225.95,18,False,True
578,1089.69,41.72,29,True,False
682,877.03,93.93,26,True,False
743,931.89,138.46,40,True,False
574,882.99,25.37,25,True,False
745,614.69,165.45,29,False,True
772,693.82,24.8,36,True,False
712,1031.45,82.82,37,False,True
572,888.11,77.5,39,True,False
747,912.94,163.81,31,False,True
619,839.87,72.27,40,False,False
692,1228.99,198.58,22,False,False
660,1037.59,119.39,34,False,False
623,810.31,202.93,35,False,True
709,852.88,108.04,24,True,False
672,1025.37,43.2,45,False,False
731,1299.54,144.83,53,False,True
670,1464.99,105.28,50,False,False
663,762.4,296.72,42,False,True
648,893.16,116.32,34,True,False
554,979.73,67.81,34,True,False
664,510.94,144.91,48,False,True
649,810.54,25.58,44,False,True
702,506.06,189.33,21,True,False
743,1186.56,138.98,28,False,False
672,910.89,147.71,39,False,True
627,1059.84,114.94,39,True,False
822,886.56,279.25,23,False,True
682,1121.61,120.23,23,False,True
761,673.11,69.97,37,False,True
773,807.03,287.15,37,True,False
820,959.27,257.98,38,False,True
641,1047.61,116.65,34,False,False
773,792.28,286.41,29,False,True
836,1036.55,499.37,41,False,True
724,1159.81,280.3,30,False,True
592,930.19,66.58,22,True,False
767,829.49,228.17,40,False,True
597,725.03,71.15,18,True,False
605,698.57,65.28,34,False,True
740,872.15,86.67,42,False,True
590,900.73,118.13,23,False,True
728,755.81,96.35,38,False,True
649,1010.25,119.01,21,False,True
728,1080.27,110.45,48,True,False
679,709.95,106.31,63,True,False
633,930.2,168.29,28,True,False
659,977.42,176.15,46,False,True
702,733.58,161.19,34,True,False
809,944.54,149.58,41,True,False
693,805.67,251.96,38,False,True
665,1058.71,128.73,29,False,True
681,1115.65,202.65,28,True,False
691,799.06,207.7,30,True,False
658,833.9,258.07,39,True,False
693,811.75,143.64,49,False,True
659,1095.41,61.33,37,True,False
721,904.84,165.53,36,False,True
683,1103.72,138.01,21,False,True
718,921.99,245.3,40,True,False
748,1105.16,153.34,38,True,False
636,892.92,82.31,37,False,True
813,865.16,288.32,20,False,False
709,1123.58,142.95,18,False,True
708,962.47,95.19,18,False,True
761,920.6,225.64,36,False,False
505,933.09,22.36,38,False,True
617,1048.96,189.31,27,False,True
755,1096.6,214.47,37,False,True
725,872.76,65.72,40,True,False
548,1062.47,91.56,41,True,False
778,1144.86,201.25,47,True,False
702,701.35,108.59,35,True,False
625,768.55,62.52,43,False,True
579,978.56,187.22,42,False,True
664,1059.5,54.24,19,True,False
656,885.66,36.53,28,False,True
685,876.12,271.76,37,False,True
602,904.29,97.41,31,False,True
641,1094.0,58.16,27,False,True
710,872.46,123.72,18,False,True
616,940.55,94.05,31,False,True
547,1296.26,30.97,19,True,False
676,1166.03,235.59,37,False,True
640,1129.15,103.27,38,True,False
690,836.59,42.24,32,False,True
671,962.6,313.15,40,False,True
731,812.58,115.7,18,False,True
690,710.92,32.28,31,False,True
649,549.16,0.0,46,True,False
721,1097.15,141.54,25,True,False
562,939.16,92.93,22,False,True
850,759.73,205.79,18,False,True
711,699.54,239.4,44,True,False
670,1089.29,0.0,45,True,False
742,1257.62,320.57,34,False,True
804,1120.35,318.09,42,False,True
652,672.58,8.26,34,False,True
686,1076.38,132.97,33,False,True
735,1108.72,280.39,38,False,True
836,926.96,125.78,50,True,False
615,949.63,22.66,34,False,True
791,914.13,219.08,42,False,False
575,1114.33,77.42,38,False,True
688,1161.77,143.08,36,True,False
660,1273.46,122.78,55,True,False
633,979.36,217.7,39,True,False
699,1141.93,192.68,41,True,False
710,791.21,103.77,36,False,True
693,1018.21,178.79,49,False,True
628,651.72,11.69,34,False,False
569,841.56,27.23,42,True,False
740,986.83,101.58,18,False,True
517,874.06,23.03,44,False,True
685,815.71,55.85,35,False,True
675,963.49,45.99,18,True,False
581,1094.93,69.78,18,False,False
660,758.04,155.41,24,True,False
589,1297.27,59.18,32,False,True
829,889.66,284.68,35,False,False
733,1123.32,177.99,33,False,True
633,1121.78,146.75,59,True,False
637,966.25,1.79,32,True,False
807,864.62,196.59,33,False,True
619,1111.54,80.55,38,True,False
699,901.58,122.34,25,True,False
567,977.95,79.41,22,False,False
756,1105.03,211.11,34,False,False
810,1081.92,327.7,34,False,True
526,1197.7,5.16,39,False,True
658,962.68,14.86,38,False,True
687,924.05,0.0,41,True,False
661,1039.7,99.88,21,False,True
665,1023.75,250.14,31,False,True
700,1186.4,127.04,30,False,True
694,875.63,225.91,27,False,True
544,858.19,46.02,42,True,False
686,656.4,138.43,33,True,False
632,1139.73,227.37,38,True,False
688,1010.55,205.22,31,False,False
556,609.5,0.0,45,False,True
745,1027.58,132.43,39,False,True
591,1234.02,93.36,31,False,True
651,1047.72,103.24,31,False,True
719,929.05,137.25,43,True,False
709,862.76,111.56,34,False,True
716,966.18,110.87,31,True,False
650,870.76,109.4,25,True,False
663,894.85,82.18,47,False,False
714,1146.3,209.51,44,False,True
674,1231.12,132.18,60,False,True
644,901.13,77.1,33,False,True
584,1216.91,0.0,31,True,False
701,864.42,121.01,37,False,True
559,1119.11,0.0,33,False,True
609,968.8,95.39,22,True,False
638,727.46,194.3,32,False,True
721,904.84,165.53,36,False,True
658,929.35,63.1,18,False,True
562,927.77,111.89,37,True,False
731,831.87,170.29,36,False,True
691,928.47,200.39,25,True,False
747,734.17,205.25,20,False,True
785,1131.88,240.17,33,False,True
723,958.64,216.5,33,False,True
592,868.27,111.0,20,True,False
638,611.36,50.33,32,False,True
604,1189.43,181.2,33,False,True
715,1135.05,148.57,29,True,False
688,861.13,46.46,49,True,False
741,781.56,257.81,18,False,True
712,1151.8,158.7,25,True,False
693,916.97,96.75,43,True,False
615,1077.38,82.82,36,False,True
675,829.14,54.81,36,False,True
850,969.23,457.22,48,False,True
654,1126.54,100.0,37,False,False
691,815.89,233.52,45,False,True
733,730.4,125.9,42,False,True
592,729.88,127.33,35,True,False
639,995.48,68.18,32,False,True
676,665.46,16.5,40,False,True
665,1230.08,183.64,32,True,False
524,1100.63,76.07,20,True,False
784,849.56,217.39,22,False,True
727,866.45,160.6,18,False,True
651,1043.0,244.02,43,True,False
604,1443.63,127.87,20,True,False
651,785.84,127.93,37,False,True
651,1020.58,149.81,43,True,False
647,1162.46,108.34,18,False,True
643,1196.72,108.41,38,True,False
748,1069.03,184.68,39,False,True
585,678.74,47.06,42,True,False
567,944.38,104.34,35,False,True
748,818.91,127.02,34,True,False
678,987.17,165.89,27,False,True
750,1060.05,158.35,41,False,True
676,941.66,103.18,50,True,False
700,1067.31,218.97,34,False,True
705,808.23,159.07,32,True,False
616,1059.64,26.15,23,True,False
653,1088.04,142.07,40,False,False
703,707.46,62.92,18,True,False
618,1227.64,91.31,39,False,True
718,926.3,277.89,57,False,False
750,1332.09,376.19,33,False,True
615,1171.9,162.71,48,True,False
679,1022.8,213.09,31,True,False
667,1183.77,140.65,42,False,True
649,879.54,137.36,27,True,False
645,1024.86,156.83,24,False,True
764,899.99,264.03,37,False,True
572,1167.72,94.34,35,False,True
641,1007.33,97.64,38,False,True
747,797.26,158.15,29,False,True
658,1198.54,298.54,33,True,False
619,1161.76,233.91,34,False,True
582,1139.06,135.01,34,False,True
672,1139.44,301.61,18,False,True
732,606.47,130.05,41,True,False
604,1443.63,127.87,20,True,False
678,1029.78,264.57,42,True,False
752,805.62,142.01,26,False,True
574,957.18,119.32,46,False,True
629,929.54,0.0,30,False,True
610,808.17,29.43,31,False,False
758,1090.51,316.97,33,False,True
707,851.99,157.36,18,False,True
642,1030.17,212.83,26,True,False
732,817.75,321.5,35,False,True
769,942.52,72.2,26,True,False
755,541.24,250.79,22,True,False
642,1173.56,114.55,42,False,True
778,1144.86,201.25,47,True,False
559,1020.75,118.04,46,False,True
495,910.77,21.92,37,True,False
717,837.19,249.04,20,True,False
691,888.74,136.68,38,False,True
701,870.98,121.91,34,False,True
673,780.81,61.03,18,False,False
639,845.07,91.69,47,True,False
545,702.39,219.54,35,True,False
702,865.73,0.0,42,False,True
693,812.29,80.88,44,False,True
540,739.61,59.99,31,False,True
678,1020.46,109.07,18,True,False
794,1150.12,162.54,23,True,False
615,1147.61,159.86,29,False,True
594,933.85,0.0,36,True,False
639,973.94,84.49,43,True,False
535,663.86,0.0,22,True,False
771,907.0,178.81,39,False,True
577,687.19,79.83,46,True,False
695,956.34,210.89,24,False,False
592,951.69,70.44,50,False,True
756,1042.34,353.16,43,False,False
744,845.07,150.01,39,True,False
726,1031.54,252.12,20,False,False
736,1136.1,191.0,50,False,True
735,1003.54,179.86,44,False,True
698,976.64,125.08,39,True,False
702,865.73,0.0,42,False,True
748,800.86,103.22,42,False,False
629,1080.5,185.37,33,True,False
726,832.86,8.37,33,False,True
681,768.92,161.14,27,False,True
598,711.84,0.0,41,True,False
713,1053.2,50.18,27,False,True
648,1217.93,191.08,33,False,True
644,978.21,281.26,41,True,False
670,871.03,265.48,27,True,False
632,780.4,130.3,36,False,True
669,978.53,153.48,33,False,True
747,809.35,217.02,18,False,True
587,855.63,0.0,47,True,False
693,1118.76,151.64,33,True,False
850,731.07,179.39,30,False,True
668,868.16,53.74,18,False,True
666,843.01,107.49,31,True,False
664,933.52,289.75,35,False,True
720,964.22,372.48,40,False,True
515,927.58,92.97,33,False,True
764,919.99,244.62,34,False,True
643,976.04,86.41,37,False,False
681,1030.48,162.31,27,False,True
624,814.91,63.12,43,False,True
626,927.89,35.02,18,False,True
641,1138.91,298.93,34,False,True
678,866.39,0.0,25,False,True
711,1113.57,285.09,24,True,False
642,699.99,138.38,35,True,False
559,971.78,114.06,25,False,True
554,920.17,0.0,39,False,True
583,934.73,46.93,19,False,True
686,778.46,67.55,21,True,False
604,1189.43,181.2,33,False,True
682,1385.29,258.01,34,True,False
611,836.83,107.42,35,False,False
584,1003.39,135.07,38,True,False
644,1051.57,122.35,18,False,True
750,1211.43,267.74,63,True,False
718,551.76,273.62,33,True,False
622,891.54,179.85,38,False,True
623,464.7,127.22,40,False,True
651,1003.51,0.0,43,False,True
645,988.54,151.95,38,False,False
611,872.16,227.8,35,True,False
599,955.36,151.87,37,False,True
615,619.91,71.12,38,False,True
664,943.38,45.64,28,True,False
658,997.7,80.96,34,True,False
616,902.72,179.54,46,True,False
515,1005.4,80.66,39,True,False
733,788.8,232.01,38,False,True
675,853.41,20.36,18,False,True
665,992.84,179.77,31,True,False
547,1004.13,49.36,19,False,True
744,887.99,213.76,42,False,True
669,851.03,130.68,25,False,True
609,1103.15,202.86,48,True,False
650,973.67,247.49,30,False,True
726,1058.09,135.85,41,False,True
744,1136.14,285.23,19,True,False
633,1227.74,175.05,29,False,True
703,793.67,245.05,36,True,False
607,1010.63,185.05,40,False,True
773,740.42,119.76,22,False,True
692,661.38,99.0,18,True,False
684,898.48,55.85,54,False,True
601,715.15,0.0,32,False,True
655,1198.68,145.01,37,True,False
715,747.33,164.06,35,False,True
648,396.81,32.56,35,False,True
718,1123.88,98.17,36,False,True
665,800.88,42.34,45,True,False
654,924.6,169.72,29,True,False
777,1051.21,243.46,36,False,True
728,1057.96,118.58,35,False,True
671,1048.73,154.06,40,True,False
605,1402.67,0.0,19,False,False
701,1075.48,250.06,47,False,True
752,849.89,126.52,44,False,True
627,879.47,62.82,22,False,False
692,1015.44,159.69,28,True,False
578,824.72,45.28,31,False,True
605,846.69,58.45,30,True,False
741,1004.87,255.69,29,False,True
670,989.81,165.46,31,False,True
512,1082.0,119.25,53,True,False
719,701.51,175.29,34,True,False
726,916.79,168.88,43,False,True
643,867.9,139.46,18,False,False
664,1262.93,209.91,38,True,False
779,894.9,260.11,28,True,False
714,818.69,70.35,24,False,True
661,679.21,97.18,23,False,True
684,898.48,55.85,54,False,True
611,1026.23,33.12,31,False,True
781,902.05,150.09,46,False,True
716,986.15,273.53,32,False,True
620,671.53,0.0,49,False,True
735,938.83,251.05,44,False,True
677,749.14,0.0,39,True,False
689,907.61,105.54,57,True,False
744,997.34,109.91,53,False,True
749,931.8,273.93,42,True,False
698,807.04,51.91,29,True,False
735,1319.69,187.15,35,True,False
648,1326.41,111.11,35,False,True
689,990.6,47.92,34,True,False
674,999.67,230.32,42,True,False
707,988.15,156.44,36,False,True
631,993.76,126.6,32,True,False
543,860.94,111.28,27,False,True
653,1087.64,11.26,29,True,False
585,678.74,47.06,42,True,False
631,935.0,119.21,31,True,False
688,1083.71,147.24,29,False,False
607,1122.6,146.74,24,True,False
